,title,author,day,genre,story,platform,webtoon_url,thumbnail_url
0,천연 天緣,"ALIC,ALIC",X(완결),판타지 드라마,"되돌릴 수 없는 과거와
얽혀버린 현재.
계속 변해가는 미래.",카카오,https://webtoon.kakao.com/content/천연-天緣/869,https://kr-a.kakaopagecdn.com/P/C/869/c1/2x/0f3e8429-ff1a-44d0-acdb-d6483115f438.png
1,십이야,"무류,무류",X(완결),로맨스,"가국에서 펼쳐지는
뒤틀린 운명의
판타지 로맨스",카카오,https://webtoon.kakao.com/content/십이야/865,https://kr-a.kakaopagecdn.com/P/C/865/c1/2x/2ecbb39d-0804-4353-82bb-76e02ad96188.png
2,골드핸즈,"박하,박하",X(완결),로맨스,"미술 천재와 
스타 작가의 
비밀스러운 프로젝트",카카오,https://webtoon.kakao.com/content/골드핸즈/2117,https://kr-a.kakaopagecdn.com/P/C/2117/c1/2x/f5cb9095-00c4-46b8-9fe7-6f730a66ff8b.png
3,그 아해,"권계림,권계림",X(완결),공포/스릴러,"한 정신과 환자를
마주친 뒤로
이상한 일이 벌어진다",카카오,https://webtoon.kakao.com/content/그-아해/2133,https://kr-a.kakaopagecdn.com/P/C/2133/c1/2x/aa7d7d02-bbf7-45dc-a525-96f493e44740.png
4,러브 스트리밍,"마영신,권다희",X(완결),드라마,"모든 건 실시간이야.
사랑도 돈도 
인생 전부 다.",카카오,https://webtoon.kakao.com/content/러브-스트리밍/2064,https://kr-a.kakaopagecdn.com/P/C/2064/c1/2x/361bb1b7-57f9-4c52-9b3d-ffa9b6ab018c.png
5,묘진전,"젤리빈,젤리빈",X(완결),판타지 드라마,"하늘로 돌아가고 싶은
남자 묘진,
그의 기묘한 이야기",카카오,https://webtoon.kakao.com/content/묘진전/1031,https://kr-a.kakaopagecdn.com/P/C/1031/c1/2x/3971b31a-83c4-4c84-9b0f-6cf0b0e5df9b.png
6,괜찮아 애송이 완전판,"진아,진아",X(완결),코믹/일상,"평범한 듯 안 평범한
엉뚱발랄 애송이 라이프",카카오,https://webtoon.kakao.com/content/괜찮아-애송이-완전판/3037,https://kr-a.kakaopagecdn.com/P/C/3037/c1/2x/2f10df21-ef91-4305-ae65-2d8fe3466333.png
7,독고3 [완전판],"민(meen),백승훈",X(완결),액션/무협,"독고 시리즈 중
가장 처절한
이야기가 펼쳐진다.",카카오,https://webtoon.kakao.com/content/독고3-완전판/2306,https://kr-a.kakaopagecdn.com/P/C/2306/c1/2x/dbebbe32-8fd9-49f8-ac93-111936bd8ced.png
8,악녀의 탄생,"TB,TB",X(완결),로맨스 판타지,"절망 속에서 만난
세 명의 남자.
그녀의 선택은?",카카오,https://webtoon.kakao.com/content/악녀의-탄생/2049,https://kr-a.kakaopagecdn.com/P/C/2049/c1/2x/67bc1dc8-2259-449d-89ef-cbef49e042c9.png
9,헤븐 투 헬,"김종훈,김종훈",X(완결),학원/판타지,"단테의 신곡 속 세계관
배경에서 펼쳐지는
성인 액션 판타지!",카카오,https://webtoon.kakao.com/content/헤븐-투-헬/1336,https://kr-a.kakaopagecdn.com/P/C/1336/c1/2x/1fc3c780-226b-4a70-a880-8ea63c638f34.png
10,라이온 퀸,"송백,송백",X(완결),드라마,"사이다 가득한 
신입의 고군분투 
회사 생존기",카카오,https://webtoon.kakao.com/content/라이온-퀸/3126,https://kr-a.kakaopagecdn.com/P/C/3126/c1/2x/b41ab445-aec6-48cc-bca9-7fccc6c58f41.png
11,나를 기억하나요,"히가시무라 아키코,히가시무라 아키코",X(완결),로맨스,"내 어린 시절 첫사랑,
만나서 물어보고 싶어.
""나를 기억하나요?""",카카오,https://webtoon.kakao.com/content/나를-기억하나요/2718,https://kr-a.kakaopagecdn.com/P/C/2718/c1/2x/6ccec3b4-043a-4cd2-abb1-98c602f9061b.png
12,간지몬스터,"삼준(WHYNOTME),얼갈이",X(완결),학원/판타지,"부캐는 월드스타
본캐는 공식셔틀
오늘부터 간지남의 시작",카카오,https://webtoon.kakao.com/content/간지몬스터/2619,https://kr-a.kakaopagecdn.com/P/C/2619/c1/2x/cf15f687-3ce8-464c-a3d3-b07ff5a463c4.png
13,따라바람,"검둥,검둥",X(완결),로맨스,"돈독한 절친 사이에
진상이 찾아왔다.
둘의 우정은 유지될까?",카카오,https://webtoon.kakao.com/content/따라바람/3036,https://kr-a.kakaopagecdn.com/P/C/3036/c1/2x/fd9ea1a2-dbcd-4e4c-bb24-59199f6e9a04.png
14,케어시트,"워티,워티",X(완결),드라마,"희귀동물 사육 동아리
퍙브리더스에서 펼쳐지는
정준의 첫사랑 이야기",카카오,https://webtoon.kakao.com/content/케어시트/2559,https://kr-a.kakaopagecdn.com/P/C/2559/c1/2x/f6b721b4-e951-4138-8231-3747d16778aa.png
15,나를 지켜줘,"동남,하나",X(완결),로맨스,"재벌가 비서로 위장해
목격자를 지키고
살인마를 잡아라!",카카오,https://webtoon.kakao.com/content/나를-지켜줘/2100,https://kr-a.kakaopagecdn.com/P/C/2100/c1/2x/586594e9-7172-4d64-ae52-3412290d7a40.png
16,미스터리 록앤 시트러스,"오즈,오즈",X(완결),판타지 드라마,"귀신 보는 유자와
미스터리 연구부의
오컬트 사건 해결기",카카오,https://webtoon.kakao.com/content/미스터리-록앤-시트러스/2808,https://kr-a.kakaopagecdn.com/P/C/2808/c1/2x/b0b8be3a-5a92-4972-9f4f-85e47a1f4ff6.png
17,2022 감금 특집,"웹툰작가X카카오웹툰 스튜디오,웹툰작가X카카오웹툰 스튜디오",X(완결),드라마,"주인공들이 감금됐다!?
특정 조건을 충족시켜야
탈출할 수 있다는데?",카카오,https://webtoon.kakao.com/content/2022-감금-특집/2971,https://kr-a.kakaopagecdn.com/P/C/2971/c1/2x/552bd7ce-7cf3-4113-9f56-e0d66f37a999.png
18,나의 꼬마 선생님,"심우도,심우도",X(완결),드라마,"다섯 살 꼬마와
초보 엄마, 아빠의
가슴 뛰는 성장 드라마",카카오,https://webtoon.kakao.com/content/나의-꼬마-선생님/2841,https://kr-a.kakaopagecdn.com/P/C/2841/c1/2x/2a64b849-04e0-4ae9-92e6-878ef4f7884b.png
19,선택은 하나,"박만두,박만두",X(완결),로맨스,"미래를 보는 ‘하나’
짝사랑을 구하기 위해
최악의 선택을?!",카카오,https://webtoon.kakao.com/content/선택은-하나/2131,https://kr-a.kakaopagecdn.com/P/C/2131/c1/2x/ffd0fcb7-94f9-4a65-b7b8-82efd2e02cfc.png
20,이염移染,"꼬마비,안도",X(완결),드라마,"영일과 J는
특이한 범인의 복장에서
사건의 실마리를 찾는다",카카오,https://webtoon.kakao.com/content/이염移染/2938,https://kr-a.kakaopagecdn.com/P/C/2938/c1/2x/56520ea0-e70b-467b-9d90-7600bcd8d8f5.png
21,하렘생존기,"오리발,오리발",X(완결),판타지 드라마,"왕궁 하렘에서 펼쳐지는
나스챠와 아샤,
두 소녀의 우정과 욕망",카카오,https://webtoon.kakao.com/content/하렘생존기/1776,https://kr-a.kakaopagecdn.com/P/C/1776/c1/2x/d677333f-7064-42bc-b6ab-dcb44e36a436.png
22,해도 되는 로맨스,"오마토,하느현",X(완결),로맨스,"쓰레기만 만날 운명에
갑자기 다가온 연하남!
이 사랑, 해도 될까?",카카오,https://webtoon.kakao.com/content/해도-되는-로맨스/3005,https://kr-a.kakaopagecdn.com/P/C/3005/c1/2x/0f114481-27cb-4079-b1c7-3a6a57d4c9b1.png
23,연애 ㄴㄴ,"이제환,부족",X(완결),로맨스,"연애에 부정적인
수험생 김하경에게
사랑이 찾아오는데..",카카오,https://webtoon.kakao.com/content/연애-ㄴㄴ/2771,https://kr-a.kakaopagecdn.com/P/C/2771/c1/2x/52a64e77-f2a8-4b70-a4cb-7a5ae0d8e34d.png
24,천인의 신부,"문솔,희명",X(완결),로맨스 판타지,"천 년 전 사랑을 찾는
천인과의 3년간의
계약 혼인!",카카오,https://webtoon.kakao.com/content/천인의-신부/2423,https://kr-a.kakaopagecdn.com/P/C/2423/c1/2x/10c9eeef-cfe1-487c-a265-2e5bab4f5fa0.png
25,어쩌다 햄스터,"하루살이,하루살이",X(완결),코믹/일상,"햄집사의
쥐인님
반려기",카카오,https://webtoon.kakao.com/content/어쩌다-햄스터/2724,https://kr-a.kakaopagecdn.com/P/C/2724/c1/2x/9f78ac02-e22f-4d8b-9a07-06f4873c3047.png
26,배고픈 킬러,"엄세윤,복슬",X(완결),드라마,"배고픈 킬러와
유쾌한 작가의
먹고 사는 이야기",카카오,https://webtoon.kakao.com/content/배고픈-킬러/2707,https://kr-a.kakaopagecdn.com/P/C/2707/c1/2x/8e2079b5-a4c5-480f-b7b9-f3d20a227451.png
27,이 봄을 갖고 싶다,"황미리,황미리",X(완결),로맨스,"이 여자, 
내 걸로 
만들고 싶다.",카카오,https://webtoon.kakao.com/content/이-봄을-갖고-싶다/2996,https://kr-a.kakaopagecdn.com/P/C/2996/c1/2x/d312a3b1-6b7e-4703-9dbf-cd70cfac4e30.png
28,키몽의 호구로운 생활,"키몽,키몽",X(완결),코믹/일상,"예쁜 나이 서른 살,
살짝 모자란 청년들의
호구 같은 나날들",카카오,https://webtoon.kakao.com/content/키몽의-호구로운-생활/1577,https://kr-a.kakaopagecdn.com/P/C/1577/c1/2x/00e52319-9f14-45b5-810b-a3d5df0bad6c.png
29,계시록,"연상호,최규석",X(완결),공포/스릴러,"믿고 싶은 것을 믿는 
인간들이 만들어가는 
정의와 구원",카카오,https://webtoon.kakao.com/content/계시록/2838,https://kr-a.kakaopagecdn.com/P/C/2838/c1/2x/f0a998eb-c272-42dc-a07c-80178d5b84b7.png
30,황제는 여기 있어 기사는 퇴근할 거야,"찬덕,찬덕",X(완결),로맨스,"근위대장과 황제의
황실 로맨스",카카오,https://webtoon.kakao.com/content/황제는-여기-있어-기사는-퇴근할-거야/2982,https://kr-a.kakaopagecdn.com/P/C/2982/c1/2x/a140eb3f-5af3-4ed4-94c0-876afee18751.png
31,드라코런,"범귄,범귄",X(완결),학원/판타지,"드넓은 하늘을 
가장 빠르게 
나는 그날까지!",카카오,https://webtoon.kakao.com/content/드라코런/2595,https://kr-a.kakaopagecdn.com/P/C/2595/c1/2x/3a760e63-8d84-4f8b-9526-d2632731ca1e.png
32,샤먼 트리트먼트,"종수,종수",X(완결),판타지 드라마,"백여 년 전 사라진
신을 찾아 헤매는
무당과 영들의 이야기",카카오,https://webtoon.kakao.com/content/샤먼-트리트먼트/1743,https://kr-a.kakaopagecdn.com/P/C/1743/c1/2x/cae9452c-db15-4c6b-af98-9c2c30b8c6e1.png
33,우주를 삼킨 별,"이온상,이온상",X(완결),로맨스,"남편을 구하기 위해
회귀한 그곳은
2003년?!",카카오,https://webtoon.kakao.com/content/우주를-삼킨-별/2516,https://kr-a.kakaopagecdn.com/P/C/2516/c1/2x/edd2c9e5-010d-4b07-8dde-4c2716208f92.png
34,레드라인,"잉크헤드,키민트",X(완결),학원/판타지,"공포에는 공포로.
폭력에는 폭력으로.
악인에게는 교사로.",카카오,https://webtoon.kakao.com/content/레드라인/2614,https://kr-a.kakaopagecdn.com/P/C/2614/c1/2x/51bd4aae-72ec-4223-a1c8-85e3a5941111.png
35,쑥,"문홍조,문홍조",X(완결),드라마,"사라진 여자 '쑥'
그녀를 찾기 위한
네 남자의 여정",카카오,https://webtoon.kakao.com/content/쑥/2119,https://kr-a.kakaopagecdn.com/P/C/2119/c1/2x/793d18cd-6d57-4c82-bd22-ddea5e7c367c.png
36,개목걸이,"김종욱,만두",X(완결),학원/판타지,"싸움판에
뛰어든 소년들. 
갖고 싶다면 뺏어라!",카카오,https://webtoon.kakao.com/content/개목걸이/2046,https://kr-a.kakaopagecdn.com/P/C/2046/c1/2x/c67d1943-294d-40cc-be73-2537cb958b77.png
37,양아치의 스피치,"네온비,김인정",X(완결),드라마,"너무 다른 너와 나.
널 닮은 정리된 말로
내 맘을 고백할게!",카카오,https://webtoon.kakao.com/content/양아치의-스피치/2788,https://kr-a.kakaopagecdn.com/P/C/2788/c1/2x/7f883925-91c8-4b53-94e4-df4478d43bd6.png
38,우정으로 결혼한 소꿉친구,"김채운,김채운",X(완결),코믹/일상,"23년지기
소꿉친구의
결혼생활 코미디",카카오,https://webtoon.kakao.com/content/우정으로-결혼한-소꿉친구/1437,https://kr-a.kakaopagecdn.com/P/C/1437/c1/2x/91178090-de6a-4be2-82d3-ded94feb59d2.png
39,퍼펙트 마인,"나리온,나리온",X(완결),로맨스,"죽을 만큼 사랑해줘
진짜 나의 것을 향한
일그러진 집착",카카오,https://webtoon.kakao.com/content/퍼펙트-마인/2015,https://kr-a.kakaopagecdn.com/P/C/2015/c1/2x/91b746c7-c7b9-4523-a278-af25ce626ef5.png
40,미래의 사진,"낑깡,낑깡",X(완결),로맨스,"어느날 우연히 
주운 카메라에 
미래가 찍힌다?!",카카오,https://webtoon.kakao.com/content/미래의-사진/1982,https://kr-a.kakaopagecdn.com/P/C/1982/c1/2x/f812d9e4-28bf-4c2e-8d57-37cbfeac7396.png
41,며느라기,"수신지,수신지",X(완결),드라마,"왜 예쁨 받는
며느리가 되려고
애쓰는 걸까?",카카오,https://webtoon.kakao.com/content/며느라기/2714,https://kr-a.kakaopagecdn.com/P/C/2714/c1/2x/3c00231b-3ae1-4908-b22c-07c6f93367f4.png
42,모텔 오아시스,"최희선,최희선",X(완결),공포/스릴러,"모두의 악의로 뒤섞인
아수라장에서
살아남는 건 누구인가?",카카오,https://webtoon.kakao.com/content/모텔-오아시스/2597,https://kr-a.kakaopagecdn.com/P/C/2597/c1/2x/9372e4f5-1e73-48a0-8681-e2218aa415f0.png
43,징크스의 연인,"한지혜,구슬",X(완결),로맨스,"재벌가가 숨겨둔
행운의 여신이 가난하고
재수 옴 붙은 나에게?",카카오,https://webtoon.kakao.com/content/징크스의-연인/1339,https://kr-a.kakaopagecdn.com/P/C/1339/c1/2x/0802431e-5f83-4a07-9b77-c8bd7c4424fd.png
44,죽어도! 치우,"만백,만백",X(완결),학원/판타지,"죽어도 죽지 않고
죽을수록 강해지는
치우의 모험기",카카오,https://webtoon.kakao.com/content/죽어도-치우/1923,https://kr-a.kakaopagecdn.com/P/C/1923/c1/2x/34ec787e-075e-4bb2-b8d7-8be0d867528e.png
45,환율이 바뀌었나요?,"YB,쥐곰이",X(완결),판타지 드라마,"평범한 은행원인 내가
꽃미남 사채업자와
몸이 바뀌어 버렸다",카카오,https://webtoon.kakao.com/content/환율이-바뀌었나요/2086,https://kr-a.kakaopagecdn.com/P/C/2086/c1/2x/5cad5729-9ee8-41fd-a590-45dd1c08d546.png
46,초상화,"정이나,정이나",X(완결),로맨스 판타지,"18세기 유럽,
헬리는 스승을 대신하여
초상화를 그리는데..",카카오,https://webtoon.kakao.com/content/초상화/1456,https://kr-a.kakaopagecdn.com/P/C/1456/c1/2x/45af0c85-4de4-4efd-b303-58b18ecfc7a6.png
47,우리 동네 삐-,"마영신,마영신",X(완결),공포/스릴러,"평범한 우리 동네엔 
이상한 사람들이 
살고 있다.",카카오,https://webtoon.kakao.com/content/우리-동네-삐-/2681,https://kr-a.kakaopagecdn.com/P/C/2681/c1/2x/f92633da-3da6-49ea-a1ca-e08c05be86e3.png
48,이 소원은 취소,"머핀,파이",X(완결),로맨스 판타지,"진정한 나 자신을 
찾아나가는 성장
로맨스 판타지!",카카오,https://webtoon.kakao.com/content/이-소원은-취소/2696,https://kr-a.kakaopagecdn.com/P/C/2696/c1/2x/5083a611-3331-43e7-9af5-a9f1e43ba246.png
49,악한 기사,"글가애,김랄라",X(완결),로맨스 판타지,"대형견 순정남 황제와
악바리 기사의
로맨스",카카오,https://webtoon.kakao.com/content/악한-기사/2152,https://kr-a.kakaopagecdn.com/P/C/2152/c1/2x/9a618d12-c816-47ce-8c6e-6e0b4172afa6.png
50,트레이스 리마스터,"네스티캣,네스티캣",X(완결),학원/판타지,"트레이스, 트러블,인간
그들의 생존을 건
싸움이 시작된다.",카카오,https://webtoon.kakao.com/content/트레이스-리마스터/2139,https://kr-a.kakaopagecdn.com/P/C/2139/c1/2x/d97eba1d-33ae-49a7-aa27-0a5d9d021658.png
51,너에게 가는 거리 2091km,"빵시헌,빵시헌",X(완결),로맨스,"홍콩과 서울을 오가는
두 사람의
달콤씁쓸한 성장로맨스",카카오,https://webtoon.kakao.com/content/너에게-가는-거리-2091km/1872,https://kr-a.kakaopagecdn.com/P/C/1872/c1/2x/731acd17-e51d-43e5-a650-ca8fb982973b.png
52,도박중독자의 가족,"이하진,이하진",X(완결),드라마,"자신의 삶을 잃고
무너져가는 정신 속에서
행복할 수 있을까",카카오,https://webtoon.kakao.com/content/도박중독자의-가족/2719,https://kr-a.kakaopagecdn.com/P/C/2719/c1/2x/e9a215d8-04bd-43fb-bd40-a860e9733f78.png
53,심봉사전,"서강용,서강용",X(완결),액션/무협,"장님의 칼끝이
어찌 보이는 것처럼
날카롭더냐",카카오,https://webtoon.kakao.com/content/심봉사전/2071,https://kr-a.kakaopagecdn.com/P/C/2071/c1/2x/3df59471-5cdf-4bb7-9d59-dede4cbaef3c.png
54,연습생 고영신,"정현수,정현수",X(완결),로맨스,"데뷔를 위해선
그 무엇에도
흔들리지 않겠어!",카카오,https://webtoon.kakao.com/content/연습생-고영신/2479,https://kr-a.kakaopagecdn.com/P/C/2479/c1/2x/965fa234-1a95-4ad5-a1d8-3bcf669f5603.png
55,서천화원,"마하로,곡",X(완결),로맨스,"운명을 개척하기 위해
궁을 벗어난 공주님의
좌충우돌 모험 로맨스",카카오,https://webtoon.kakao.com/content/서천화원/1997,https://kr-a.kakaopagecdn.com/P/C/1997/c1/2x/2c2a8991-21a8-468c-af2a-dc6862a6a5e0.png
56,리매치 ,"이노안,이노안",X(완결),액션/무협,"수찬은 남훈과
대결을 위해 몰래 
대회에 출전하게 되는데",카카오,https://webtoon.kakao.com/content/리매치/2542,https://kr-a.kakaopagecdn.com/P/C/2542/c1/2x/9632f50f-840c-4030-9222-9747965525ca.png
57,할매,"재후,재후",X(완결),액션/무협,"초주검이 되어 돌아온
손주를 본 순간
삶이 송두리째 뒤집힌다",카카오,https://webtoon.kakao.com/content/할매/1682,https://kr-a.kakaopagecdn.com/P/C/1682/c1/2x/af8642ae-eb79-4b51-a73c-2f00a9a8c295.png
58,날씨의 요정,"이이영,이이영",X(완결),판타지 드라마,"어느 시골 마을 기우제
낯선 소년을 만났다.
그리고 비가 내렸다.",카카오,https://webtoon.kakao.com/content/날씨의-요정/2126,https://kr-a.kakaopagecdn.com/P/C/2126/c1/2x/f6e1cc01-7bd1-4866-a1dd-4ac7c0e62a68.png
59,우범소년,"병장,병장",X(완결),학원/판타지,"폭력으로 학교폭력을
해결하는 흥신소.
소년 범죄를 저지하라",카카오,https://webtoon.kakao.com/content/우범소년/2504,https://kr-a.kakaopagecdn.com/P/C/2504/c1/2x/01397d96-ddfa-4e26-9260-ba3d94ae380a.png
60,함께 춤을,"도연,도연",X(완결),로맨스,"운명의 파트너를 만나 
<댄스 위드 미> 
우승을 차지하라!",카카오,https://webtoon.kakao.com/content/함께-춤을/2048,https://kr-a.kakaopagecdn.com/P/C/2048/c1/2x/c8690f77-b5f3-4feb-90c7-5625c2245db5.png
61,카페 보문,"심우도,심우도",X(완결),드라마,"사람들의 이야기와
마음을 나누는 공간,
'카페 보문' 오픈",카카오,https://webtoon.kakao.com/content/카페-보문/2110,https://kr-a.kakaopagecdn.com/P/C/2110/c1/2x/6a14af4c-ffd4-4681-86be-6c4a0c44eaad.png
62,해피하우스,"장삥준,장삥준",X(완결),공포/스릴러,"인생 패배자 고덕봉,
폐가의 귀신으로
제 2의 인생을 찾다.",카카오,https://webtoon.kakao.com/content/해피하우스/2151,https://kr-a.kakaopagecdn.com/P/C/2151/c1/2x/2f5cee66-df11-4158-aff3-817986e64d76.png
63,고인물은 아가야,"티시페,티시페",X(완결),코믹/일상,"만렙 고인물이
뉴비인 척 게임을 하며
일어나는 개그판타지",카카오,https://webtoon.kakao.com/content/고인물은-아가야/2776,https://kr-a.kakaopagecdn.com/P/C/2776/c1/2x/b0372296-d1e0-45e0-b570-645ecae606e1.png
64,남의 사랑 이야기,"사란,사란",X(완결),로맨스,"남들의 사랑 이야기를
스쳐가며, 남보다는
나를 위하는 날까지.",카카오,https://webtoon.kakao.com/content/남의-사랑-이야기/2142,https://kr-a.kakaopagecdn.com/P/C/2142/c1/2x/41af8c50-0701-4e7a-96ea-4822906b4bc0.png
65,까락,"서강용,서강용",X(완결),액션/무협,"주먹 자랑이 금지된
벌교에 서울 '조폭'이
내려와 물을 흐린다!",카카오,https://webtoon.kakao.com/content/까락/1971,https://kr-a.kakaopagecdn.com/P/C/1971/c1/2x/1faf2195-5607-42de-8062-648094f607e2.png
66,멀리서 보면 푸른 봄,"지늉,지늉",X(완결),드라마,"고단한 
청춘들의
하드보일드 드라마",카카오,https://webtoon.kakao.com/content/멀리서-보면-푸른-봄/1089,https://kr-a.kakaopagecdn.com/P/C/1089/c1/2x/65a375ac-293d-43f2-9313-47cac6708c43.png
67,유리의 벽,"조호,조호",X(완결),로맨스 판타지,"유복한 귀족 릴리.
그를 만난 순간부터가
모든 것의 시작이었다.",카카오,https://webtoon.kakao.com/content/유리의-벽/1558,https://kr-a.kakaopagecdn.com/P/C/1558/c1/2x/c12d7e17-bf1d-4ba4-9b05-8e6a8e0c5c21.png
68,우리는 매일매일,"개다래,개다래",X(완결),로맨스,"소꿉친구에게
고백을 받고 시작된
엇갈리는 사랑의 작대기",카카오,https://webtoon.kakao.com/content/우리는-매일매일/2886,https://kr-a.kakaopagecdn.com/P/C/2886/c1/2x/d9e63c87-f0d5-430e-acab-8a63644c76c7.png
69,쥐덫,"오닛,오닛",X(완결),공포/스릴러,"좋아하는 여자애에게 
치부를 들킨 후
내 인생은 꼬여버렸다.",카카오,https://webtoon.kakao.com/content/쥐덫/2134,https://kr-a.kakaopagecdn.com/P/C/2134/c1/2x/1cda4234-84f3-4421-a33c-250469bd54a6.png
70,구슬의 주인,"갸가,갸가",X(완결),로맨스,"어느날 얻게 된
수상쩍은 구슬,
그리고 구미호?!",카카오,https://webtoon.kakao.com/content/구슬의-주인/2091,https://kr-a.kakaopagecdn.com/P/C/2091/c1/2x/a0eac36b-fcda-4e95-ad64-f82aa6e489b5.png
71,좁은 방,"최성민,최성민",X(완결),드라마,"음침한 나의 로맨스.
왜 내 로맨스는 
이렇게 음침한 걸까.",카카오,https://webtoon.kakao.com/content/좁은-방/2670,https://kr-a.kakaopagecdn.com/P/C/2670/c1/2x/6d34ce8e-6b22-4b81-a86d-de00eedbc9b6.png
72,괴물아기,"Axis,Axis",X(완결),판타지 드라마,"괴물 아기를 키우게 된
가출 소년 김호,
행복해질 수 있을까?!",카카오,https://webtoon.kakao.com/content/괴물아기/2104,https://kr-a.kakaopagecdn.com/P/C/2104/c1/2x/b8d1506a-2f73-47fe-b218-8d95a3a5a47b.png
73,이뤄질 수 없는 마녀의 소망,"해청,해청",X(완결),로맨스 판타지,"그 진실이 내 전부를
또 다시 앗아간다면
난 어떻게 해야 할까?",카카오,https://webtoon.kakao.com/content/이뤄질-수-없는-마녀의-소망/2338,https://kr-a.kakaopagecdn.com/P/C/2338/c1/2x/3e4d404e-b1da-474f-89fc-4e30c686706b.png
74,일진사냥,"서서,서서",X(완결),학원/판타지,"막장방송에 대항하는 
찐따들의 통쾌한
일진사냥이 시작된다!",카카오,https://webtoon.kakao.com/content/일진사냥/2876,https://kr-a.kakaopagecdn.com/P/C/2876/c1/2x/53b9cc71-534f-4ed1-add5-1ade36e43c53.png
75,침묵의 정원,"염라,얌",X(완결),로맨스 판타지,"기적처럼 찾아온 
두 번째 삶, 이젠 
나를 위해 쓸 거야",카카오,https://webtoon.kakao.com/content/침묵의-정원/2129,https://kr-a.kakaopagecdn.com/P/C/2129/c1/2x/81b270ca-e328-40f0-b8bd-25e24de681fc.png
76,청년혁명전,"권구민,권구민",X(완결),드라마,"다 때려 부숴!
세상과 맞짱 뜨는
불법 반달리즘 동호회",카카오,https://webtoon.kakao.com/content/청년혁명전/2770,https://kr-a.kakaopagecdn.com/P/C/2770/c1/2x/4fa630bf-63a4-4c36-adff-f8561439beb8.png
77,괜찮은 관계,"김인정,김인정",X(완결),로맨스,"괜찮은 연애 중인
'고지원'에겐 부끄러운
고민이 있는데..",카카오,https://webtoon.kakao.com/content/괜찮은-관계/1593,https://kr-a.kakaopagecdn.com/P/C/1593/c1/2x/3c50c255-6a1d-4bd7-bbe5-8dac6d211337.png
78,집행자여,"종수,종수",X(완결),판타지 드라마,"통금시대.
어둠 속에서
고삐 풀린 그들",카카오,https://webtoon.kakao.com/content/집행자여/1372,https://kr-a.kakaopagecdn.com/P/C/1372/c1/2x/a8841b28-0e08-49a7-9c2b-a530551891c7.png
79,일진에게 찍혔을 때,"언정이,체댜",X(완결),로맨스,"어쩌다 얽힌 악연, 
알고보니 우리 학교
일진이라고?!",카카오,https://webtoon.kakao.com/content/일진에게-찍혔을-때/2370,https://kr-a.kakaopagecdn.com/P/C/2370/c1/2x/14130e86-a3d0-4e0d-b8f2-f1d198d21f67.png
80,좋아하면 울리는,"천계영,천계영",X(완결),판타지 드라마,"반경 10m 안에
당신을 좋아하는 
사람이 있습니다. ",카카오,https://webtoon.kakao.com/content/좋아하면-울리는/1132,https://kr-a.kakaopagecdn.com/P/C/1132/c1/2x/dfc9352e-d721-472b-8bc7-7fba8b8cb8f9.png
81,이세계 전담반,"손희준,땍꾸",X(완결),학원/판타지,"평범한 일상에 나타난
판타지적인 현상.
내 방에 엘프가 산다?",카카오,https://webtoon.kakao.com/content/이세계-전담반/1852,https://kr-a.kakaopagecdn.com/P/C/1852/c1/2x/617fcc88-17b8-4bd6-8709-a980f25e0284.png
82,플러스 마이너스 제로,"마영신,하민석",X(완결),공포/스릴러,"지진으로 학교가
땅 속에 묻혔다.
누구의 짓이지?",카카오,https://webtoon.kakao.com/content/플러스-마이너스-제로/2137,https://kr-a.kakaopagecdn.com/P/C/2137/c1/2x/f96c0e30-5026-4325-9d03-cba373d3e01c.png
83,신의 태궁,"해소금,해소금",X(완결),판타지 드라마,"신의 아이를 낳아
기르는 여인과
그를 사랑한 도깨비.",카카오,https://webtoon.kakao.com/content/신의-태궁/1878,https://kr-a.kakaopagecdn.com/P/C/1878/c1/2x/840f1be5-ad34-47e3-a98e-a5a400f508e5.png
84,영원의 주인,"볕,볕",X(완결),로맨스,"주종으로 묶인 
복잡 미묘한 너와 나.
저주일까 운명일까",카카오,https://webtoon.kakao.com/content/영원의-주인/2844,https://kr-a.kakaopagecdn.com/P/C/2844/c1/2x/a28375e1-9147-4a3f-8f7a-91e33ba39aac.png
85,악마의 편집,"건초,건초",X(완결),공포/스릴러,"인터넷 방송인과
편집자를 둘러싼 
살인사건의 진실은?!",카카오,https://webtoon.kakao.com/content/악마의-편집/2021,https://kr-a.kakaopagecdn.com/P/C/2021/c1/2x/d23f704a-c0f7-48fa-9e36-22e5a2c124c2.png
86,크리스마스는 쨈과 함께,"루시드,루시드",X(완결),판타지 드라마,"개가 된 악마 제임스
다시 악마가 되려면
주인을 죽여야 한다?!",카카오,https://webtoon.kakao.com/content/크리스마스는-쨈과-함께/1637,https://kr-a.kakaopagecdn.com/P/C/1637/c1/2x/12829f76-b4f1-4b88-81cc-e57a1a57739c.png
87,복무신조 : 우리의 결의,"우윱,우윱",X(완결),공포/스릴러,"좀비로 포위당한 군부대
끝나지 않는 또 다른
군 생활이 시작된다",카카오,https://webtoon.kakao.com/content/복무신조-우리의-결의/2554,https://kr-a.kakaopagecdn.com/P/C/2554/c1/2x/c763b32c-61f3-4163-aea8-af9582382864.png
