,title,author,day,genre,story,platform,webtoon_url,thumbnail_url
408,매생이가 나타났다,"오청,오청",X(완결),코믹/일상,"연애바보 도형과
초록색 그것(?)의 
파란만장 하숙 생활",카카오,https://webtoon.kakao.com/content/매생이가-나타났다/1286,https://kr-a.kakaopagecdn.com/P/C/1286/c1/2x/113b7c39-754d-4a38-99fc-acee7835f200.png
409,어른의 취미,"장어진,장어진",X(완결),로맨스,"어른이 되어가는
26세 상수의
성장 드라마",카카오,https://webtoon.kakao.com/content/어른의-취미/1416,https://kr-a.kakaopagecdn.com/P/C/1416/c1/2x/7ceb390b-de20-4d5a-a186-d69cfe119465.png
410,금빛도깨비 쿠비,"김성주,김성주",X(완결),판타지 드라마,"놀라운 세계 속
어디서도 보지 못한 
도깨비들의 비밀은?",카카오,https://webtoon.kakao.com/content/금빛도깨비-쿠비/1293,https://kr-a.kakaopagecdn.com/P/C/1293/c1/2x/fd5ff05c-7663-4269-abce-17cae7512842.png
411,옥탑의 전설,"우주용,우주용",X(완결),코믹/일상,"남녀의 자취방 스토리?
그들의 극한의 생존기!
OO하게 해주세요!!",카카오,https://webtoon.kakao.com/content/옥탑의-전설/1316,https://kr-a.kakaopagecdn.com/P/C/1316/c1/2x/44408401-0b55-4115-a662-38e0094e1466.png
412,가딩 : 그녀는 나의 웬수,"BUDDY,BUDDY",X(완결),판타지 드라마,"14살때 죽은 친구가
수호신이 되어 
연애를 방해한다",카카오,https://webtoon.kakao.com/content/가딩-그녀는-나의-웬수/1233,https://kr-a.kakaopagecdn.com/P/C/1233/c1/2x/ac8adcf3-8459-4b70-b3ba-b739b711a5e6.png
413,대새녀의 메이크업 이야기,"여은,여은",X(완결),로맨스,"화장을 못하는
새내기 김경아의 
로맨스 메이크업 이야기",카카오,https://webtoon.kakao.com/content/대새녀의-메이크업-이야기/1220,https://kr-a.kakaopagecdn.com/P/C/1220/c1/2x/431274b0-53c0-4346-a071-45f1bfdb0fd4.png
414,실,"보리,보리",X(완결),로맨스,"다시 돌아가는 거야
당신에게로!
끊기지 않는 운명의 실",카카오,https://webtoon.kakao.com/content/실/1225,https://kr-a.kakaopagecdn.com/P/C/1225/c1/2x/2535d131-e60c-475d-ad91-c089f56bd68d.png
415,브릿지,"강풀,강풀",X(완결),판타지 드라마,"강폴 액션 만화 두번째
한국형 히어로!
아직 끝나지 않았다",카카오,https://webtoon.kakao.com/content/브릿지/1355,https://kr-a.kakaopagecdn.com/P/C/1355/c1/2x/59911d9e-ca91-411c-85bb-b60c9877d8a0.png
416,월령관 살인사건,"마하로,곡",X(완결),공포/스릴러,"살인사건이 있었던
낡은 서양식 저택에서 
또다시 사건이 일어난다",카카오,https://webtoon.kakao.com/content/월령관-살인사건/1305,https://kr-a.kakaopagecdn.com/P/C/1305/c1/2x/52b4da71-f0a3-4d88-bec8-30cca11b32a7.png
417,사랑스러운 복희씨,"김인정,김인정",X(완결),로맨스,"언젠가 이 사랑이 
이루어질까요? 
서투른 짝사랑 탈출기",카카오,https://webtoon.kakao.com/content/사랑스러운-복희씨/1275,https://kr-a.kakaopagecdn.com/P/C/1275/c1/2x/690bde06-e073-4c25-8add-cfd7ff4beb2c.png
418,게임회사 여직원들,"마시멜,마시멜",X(완결),코믹/일상,"게임을 만드는 
직원들의 
게임같은 이야기",카카오,https://webtoon.kakao.com/content/게임회사-여직원들/1135,https://kr-a.kakaopagecdn.com/P/C/1135/c1/2x/790a5325-e9c5-4a92-a55d-648d16eeeacc.png
419,풍뎅이뎅이,"주니쿵,주니쿵",X(완결),코믹/일상,"그냥 지나치기에는
너무 귀여운
풍뎅이의 일상.",카카오,https://webtoon.kakao.com/content/풍뎅이뎅이/878,https://kr-a.kakaopagecdn.com/P/C/878/c1/2x/4b1ba33d-6919-4b0a-86f8-ff0ff54fdd43.png
420,저택의 주인,"디디,디디",X(완결),공포/스릴러,"저택 주인은 누구인가?
아이들이 찾아온
 외딴섬의 저택",카카오,https://webtoon.kakao.com/content/저택의-주인/1333,https://kr-a.kakaopagecdn.com/P/C/1333/c1/2x/085efced-5c69-41c3-8910-78c339f2e4bb.png
421,무장,"김철현,김철현",X(완결),액션/무협,"고려 무신정권,
노비에서 무장으로 
다시 태어난 영웅!",카카오,https://webtoon.kakao.com/content/무장/822,https://kr-a.kakaopagecdn.com/P/C/822/c1/2x/eb1cdb73-d6e7-4c23-9932-2dcf9e212832.png
422,블랙 마리아,"yami,yami",X(완결),학원/판타지,"쏟아지는 외계인들의 
재난에 대처하는
지구인 경찰의 수난기",카카오,https://webtoon.kakao.com/content/블랙-마리아/109,https://kr-a.kakaopagecdn.com/P/C/109/c1/2x/8c482e33-e8fa-44ff-85b6-ad3bed4b5d1c.png
423,살아말아,"고은,고은",X(완결),로맨스,"사랑이 없는 결혼생활에
지쳐버린 노부부가 
다시 젊어진다면?",카카오,https://webtoon.kakao.com/content/살아말아/1223,https://kr-a.kakaopagecdn.com/P/C/1223/c1/2x/a733567b-8c7e-4f56-990d-58fa78e8eabd.png
424,바퀴벌레,"조금산,조금산",X(완결),공포/스릴러,"생존에 최적화된 
바퀴벌레처럼
살아간다.",카카오,https://webtoon.kakao.com/content/바퀴벌레/1300,https://kr-a.kakaopagecdn.com/P/C/1300/c1/2x/2031a23d-04a6-47b4-8648-a7725ca5ef62.png
425,인천상륙작전,"윤태호,윤태호",X(완결),드라마,"해방에서 한국 전쟁까지
격동기를 살아간
사람들의 이야기",카카오,https://webtoon.kakao.com/content/인천상륙작전/1344,https://kr-a.kakaopagecdn.com/P/C/1344/c1/2x/f33a5d01-1887-4551-aa7a-57a615586998.png
426,고교대장부,"김도헌,김도헌",X(완결),학원/판타지,"왕년에 
주먹 좀 날리던
그가 돌아왔다?",카카오,https://webtoon.kakao.com/content/고교대장부/1267,https://kr-a.kakaopagecdn.com/P/C/1267/c1/2x/18f5d604-31d6-432f-acbe-3dca59511333.png
427,아띠아띠,"쵸밥,쵸밥",X(완결),코믹/일상,"너는 나를
얼만큼 사랑하니?
본격 힐링툰!",카카오,https://webtoon.kakao.com/content/아띠아띠/1176,https://kr-a.kakaopagecdn.com/P/C/1176/c1/2x/14940be5-91db-4123-9152-ff26000ef9a3.png
428,퍼펙트 게임,"장이,장이",X(완결),드라마,"직장인과 야구인의 삶
대한민국 최초의 
사회인 야구만화",카카오,https://webtoon.kakao.com/content/퍼펙트-게임/40,https://kr-a.kakaopagecdn.com/P/C/40/c1/2x/2043d35c-8fb9-41fa-a01e-22df84784882.png
429,달콩분식,"수박,수박",X(완결),로맨스,"알콩달콩~
분식집에서 일어나는
달콤한 연애소동!",카카오,https://webtoon.kakao.com/content/달콩분식/1317,https://kr-a.kakaopagecdn.com/P/C/1317/c1/2x/5d79df43-c4e7-4f3d-8768-e5b33f0d93f2.png
430,어떤 거짓말,"이세형,이세형",X(완결),드라마,"난 나를 위해
너를 사랑한다
이기적인 위선과 사랑",카카오,https://webtoon.kakao.com/content/어떤-거짓말/1353,https://kr-a.kakaopagecdn.com/P/C/1353/c1/2x/b22321a4-b6b0-4694-aaeb-a6c1467426b2.png
431,음양사,"Hun,박형준",X(완결),액션/무협,"고려의 소년 병사 설봉
위험에 빠진
마을을 구하라",카카오,https://webtoon.kakao.com/content/음양사/1377,https://kr-a.kakaopagecdn.com/P/C/1377/c1/2x/2065868a-1ef9-4269-adb5-02cd55161f5b.png
432,일진의 크기,"윤필,주명",X(완결),학원/판타지,"최장신에서
최단신으로 전락한
주인공의 생존기.",카카오,https://webtoon.kakao.com/content/일진의-크기/1024,https://kr-a.kakaopagecdn.com/P/C/1024/c1/2x/8092b6e6-38fa-46ec-9aec-8160a66714e5.png
433,웹툰작가 살인사건,"C,DAUM WEBTOON",X(완결),공포/스릴러,"웹툰 작가가 죽었다.
용의자는 셋, 과연
진짜 범인은 누구일까?",카카오,https://webtoon.kakao.com/content/웹툰작가-살인사건/1380,https://kr-a.kakaopagecdn.com/P/C/1380/c1/2x/b11222a5-fedf-4189-b732-4e95295f4841.png
434,가디언즈 오브 갤럭시 : 죽음의 보석,"크리스토스 게이지,임강혁",X(완결),판타지 드라마,"MARVEL과의 콜라보
지구에는 '어벤져스'
우주엔 '가.오.갤'",카카오,https://webtoon.kakao.com/content/가디언즈-오브-갤럭시-죽음의-보석/1362,https://kr-a.kakaopagecdn.com/P/C/1362/c1/2x/3cbbe3ca-c8f5-457e-a342-f3a5fa32b5fb.png
435,장산범 : 거부할 수 없는 목소리,"GAR2,GAR2",X(완결),공포/스릴러,"따르릉. 따르릉.
3년전 죽었던 그녀에게
전화가 걸려왔다",카카오,https://webtoon.kakao.com/content/장산범-거부할-수-없는-목소리/1371,https://kr-a.kakaopagecdn.com/P/C/1371/c1/2x/bc651e9b-3682-46ff-a887-5617c4feda26.png
436,썸머드림,"복숭아,복숭아",X(완결),드라마,"남들과 조금 다르지만,
그래서 더 특별한 
한 소년의 성장기",카카오,https://webtoon.kakao.com/content/썸머드림/1191,https://kr-a.kakaopagecdn.com/P/C/1191/c1/2x/02344480-c8d3-4d3d-a8bb-04cab59e85eb.png
437,마샬아츠,"강지윤,강지윤",X(완결),액션/무협,"문제아 황민도 
종합격투기에 
도전하다. ",카카오,https://webtoon.kakao.com/content/마샬아츠/1164,https://kr-a.kakaopagecdn.com/P/C/1164/c1/2x/00f07e45-d05c-45c0-af1e-0987db9116a1.png
438,궁상가족,"강두영,김다정",X(완결),코믹/일상,"이토록 구질구질한
가족은 없었다!
궁상가족 이야기!",카카오,https://webtoon.kakao.com/content/궁상가족/1266,https://kr-a.kakaopagecdn.com/P/C/1266/c1/2x/b9aa9ae5-eed5-447b-b4c5-e2dd90c7d144.png
439,도플,"현철,현철",X(완결),판타지 드라마,"난 두명이 되었고, 
아무 일도 없었다
바로 지금까진...",카카오,https://webtoon.kakao.com/content/도플/1232,https://kr-a.kakaopagecdn.com/P/C/1232/c1/2x/44a15cf9-8e81-494f-8bf2-505efe5f1fda.png
440,랫츠,"고래우,고래우",X(완결),공포/스릴러,"수많은 사건사고.
나는 얼만큼
무뎌져 있는가?",카카오,https://webtoon.kakao.com/content/랫츠/1193,https://kr-a.kakaopagecdn.com/P/C/1193/c1/2x/d231f557-7c35-42bc-8304-68e539501cb3.png
441,아 지갑놓고나왔다,"미역의효능,미역의효능",X(완결),드라마,"엄마와 딸, 
죽음 이후 두 사람이
살아가는 이야기",카카오,https://webtoon.kakao.com/content/아-지갑놓고나왔다/1195,https://kr-a.kakaopagecdn.com/P/C/1195/c1/2x/728993aa-dbc4-428e-af0e-d858d73bd241.png
442,로렌스를 구해줘,"강형규,강형규",X(완결),판타지 드라마,"향락을 즐기는 
재벌들의 연회장. 
우린 그 곳에서 일한다",카카오,https://webtoon.kakao.com/content/로렌스를-구해줘/1278,https://kr-a.kakaopagecdn.com/P/C/1278/c1/2x/8162ad21-5e14-4784-bf8f-89d21e8182e2.png
443,못 잡아먹어 안달,"센개,센개",X(완결),코믹/일상,"닮았지만 다르다
쌍둥이 남매의 
대수롭지 않은 일상",카카오,https://webtoon.kakao.com/content/못-잡아먹어-안달/1130,https://kr-a.kakaopagecdn.com/P/C/1130/c1/2x/9f724506-72e2-4fbf-b60b-6797b1401a05.png
444,용이라고 불러줘,"분홍곰,분홍곰",X(완결),판타지 드라마,"용이 되고 싶은
이무기의 복수를 방자한
사랑이야기",카카오,https://webtoon.kakao.com/content/용이라고-불러줘/1325,https://kr-a.kakaopagecdn.com/P/C/1325/c1/2x/a08f1276-bdb8-4965-b838-eeded841bd93.png
445,트레져헌터3,"허견,허견",X(완결),학원/판타지,"연단술사와 
연금술사의 전쟁.
트레져헌터 최종장!",카카오,https://webtoon.kakao.com/content/트레져헌터3/920,https://kr-a.kakaopagecdn.com/P/C/920/c1/2x/77682ba4-64db-46ba-b4ad-ad6e8ce96d8b.png
446,에비츄,"EBICHU,EBICHU",X(완결),코믹/일상,"까망베르 치즈와 
아이스크림을 좋아하는 
에비츄의 이야기",카카오,https://webtoon.kakao.com/content/에비츄/1311,https://kr-a.kakaopagecdn.com/P/C/1311/c1/2x/40937f1e-0f9b-4979-8d4e-15aa58aa28d7.png
447,당신의 소원은 무엇입니까,"말랑멜로우,채덕",X(완결),판타지 드라마,"귀여운 소원 나무 신령
까칠 소녀의
좌충우돌 힐링 판타지!",카카오,https://webtoon.kakao.com/content/당신의-소원은-무엇입니까/1324,https://kr-a.kakaopagecdn.com/P/C/1324/c1/2x/2688f065-6e7a-47b4-b8b2-623499acfbf4.png
448,애프터눈 히어로즈,"구자윤,구자윤",X(완결),학원/판타지,"1급 비밀.
한국형
소녀 히어로 탄생!",카카오,https://webtoon.kakao.com/content/애프터눈-히어로즈/1032,https://kr-a.kakaopagecdn.com/P/C/1032/c1/2x/c2d60290-2ccc-4b8a-b913-774de90c0a86.png
449,키스앤코리아,"김나임,김나임",X(완결),드라마,"영국인 화가 
'엘리자베스 키스'. 
조선을 여행하다.",카카오,https://webtoon.kakao.com/content/키스앤코리아/1272,https://kr-a.kakaopagecdn.com/P/C/1272/c1/2x/02de197c-2d76-4b0a-b3fe-673f5bd3705d.png
450,부암동 복수자 소셜클럽,"사자토끼,사자토끼",X(완결),드라마,"평범한
세 여자의
특별한 복수",카카오,https://webtoon.kakao.com/content/부암동-복수자-소셜클럽/1122,https://kr-a.kakaopagecdn.com/P/C/1122/c1/2x/b582efcf-aa38-4c05-9578-82824c208cdf.png
451,70,"김재희,김재희",X(완결),액션/무협,"정전 70년 이후,
내 나라 조국은
이제 없다.",카카오,https://webtoon.kakao.com/content/70/1000,https://kr-a.kakaopagecdn.com/P/C/1000/c1/2x/dc69ed4a-b66f-41a5-9fba-9a5a5bb9ad47.png
452,아스팔트 정원,"이원진,이원진",X(완결),드라마,"지위를 되찾고자 
고군분투하는 
소녀의 이야기",카카오,https://webtoon.kakao.com/content/아스팔트-정원/1172,https://kr-a.kakaopagecdn.com/P/C/1172/c1/2x/fddcae64-a490-41cf-85ec-1728f32eda90.png
453,"어쩌면, 사랑","모우,모우",X(완결),로맨스,"사랑이란 뭘까?' 
선생님 석훈을 만나 
찾아가는 감정의 정의",카카오,https://webtoon.kakao.com/content/어쩌면-사랑/1256,https://kr-a.kakaopagecdn.com/P/C/1256/c1/2x/3781119a-dcd6-4998-9543-0935e9e9fddc.png
454,빅토리아처럼 감아차라,"이창현,유희",X(완결),드라마,"축구 방랑자, 구연산
위기에 처한 A대표팀의
구세주로 등극할 것인가",카카오,https://webtoon.kakao.com/content/빅토리아처럼-감아차라/1279,https://kr-a.kakaopagecdn.com/P/C/1279/c1/2x/08e812b5-43dc-45ab-8451-2aa1603d36d6.png
455,신시,"정은숙,정은숙",X(완결),학원/판타지,"세상을 지배하는
십이지신들의
버라이어티한 배틀!",카카오,https://webtoon.kakao.com/content/신시/1092,https://kr-a.kakaopagecdn.com/P/C/1092/c1/2x/eb5818fc-1d09-44bb-93b6-a8011a55e16b.png
456,조상님이 돌아왔다,"WONDER,WONDER",X(완결),판타지 드라마,"조상님을 불러냈다. 
이 분을 무사히 
돌려보내려면?",카카오,https://webtoon.kakao.com/content/조상님이-돌아왔다/1226,https://kr-a.kakaopagecdn.com/P/C/1226/c1/2x/37903060-c7c5-42e4-aeb2-ca8b77793794.png
457,작약만가 : 서리꽃,"인토르노,인토르노",X(완결),판타지 드라마,"칼을 두른 여인들. 
탐욕과 공포의 황궁에서
살아남을 수 있을까?",카카오,https://webtoon.kakao.com/content/작약만가-서리꽃/1287,https://kr-a.kakaopagecdn.com/P/C/1287/c1/2x/69fe4f0f-e287-4320-b025-c5089f374356.png
458,19년 뽀삐,"마영신,마영신",X(완결),드라마,"장발머리 병걸이 곁엔
강아지 뽀삐가 
언제나 함께 있다",카카오,https://webtoon.kakao.com/content/19년-뽀삐/1243,https://kr-a.kakaopagecdn.com/P/C/1243/c1/2x/229aa7e3-0163-4fd8-9f95-ef32e98df360.png
459,아시안 하이웨이,"최인환,최인환",X(완결),판타지 드라마,"대륙으로 이어진 길, 
그 희망의 길에서 
펼쳐지는 처절한 사투",카카오,https://webtoon.kakao.com/content/아시안-하이웨이/1231,https://kr-a.kakaopagecdn.com/P/C/1231/c1/2x/ce943ec3-f062-4f7c-a678-671af699d817.png
460,세자전,"정이리이리,정이리이리",X(완결),드라마,"조선시대
세자들의
치열한 경쟁!",카카오,https://webtoon.kakao.com/content/세자전/1063,https://kr-a.kakaopagecdn.com/P/C/1063/c1/2x/3fed9e1a-cc95-400f-a603-759568344522.png
461,그놈은 여고생,"백영민,백영민",X(완결),코믹/일상,"최강'이라 불린 
고등학생 최강배가
여학생이 된 이유는?",카카오,https://webtoon.kakao.com/content/그놈은-여고생/1116,https://kr-a.kakaopagecdn.com/P/C/1116/c1/2x/deb71d3c-ec56-4b3b-b7e0-86ad59f3a9c0.png
462,페이머스맨,"유비,유비",X(완결),드라마,"뺑뺑이 안경에
존재감 없던 그가
무대에 오른다",카카오,https://webtoon.kakao.com/content/페이머스맨/900,https://kr-a.kakaopagecdn.com/P/C/900/c1/2x/f2933fb1-4697-4349-843a-ff314259921c.png
463,놀러와 마이홈,"만물상,만물상",X(완결),판타지 드라마,"뚝딱뚝딱 공방에서 
심쿵심쿵 로맨스까지
베리의 달콤한 일분일초",카카오,https://webtoon.kakao.com/content/놀러와-마이홈/1310,https://kr-a.kakaopagecdn.com/P/C/1310/c1/2x/69ddb3f3-1b86-4649-9920-5811f6a67061.png
464,"회색 방, 소녀","봉봉,봉봉",X(완결),공포/스릴러,"이름 없는 소녀의
삶과 죽음,
그리고 비극에 관하여.",카카오,https://webtoon.kakao.com/content/회색-방-소녀/1224,https://kr-a.kakaopagecdn.com/P/C/1224/c1/2x/be6d55f9-821d-4e51-93c5-71ca685ea1e2.png
465,소년 가라사대,"민홍,민홍",X(완결),로맨스,"소년, 소녀를 만나다
그들은 친구가 될까,
서로의 첫사랑이 될까",카카오,https://webtoon.kakao.com/content/소년-가라사대/1246,https://kr-a.kakaopagecdn.com/P/C/1246/c1/2x/3a91dcad-cdda-41f0-9d9d-45e0132e3d19.png
466,무균격리구역 AA아파트,"미스와플,미스비글",X(완결),판타지 드라마,"불명성 면역결핍증이 
유행하는 대한민국. 
한 청년과 AA 아파트",카카오,https://webtoon.kakao.com/content/무균격리구역-AA아파트/1240,https://kr-a.kakaopagecdn.com/P/C/1240/c1/2x/30029283-fbde-462a-bad2-f08ff4c79e02.png
467,밤의 베란다,"이제,이제",X(완결),드라마,"서로가 서로밖에
견딜 수 없는
관계로 얽힌 그들.",카카오,https://webtoon.kakao.com/content/밤의-베란다/927,https://kr-a.kakaopagecdn.com/P/C/927/c1/2x/5db004c7-efc4-4cfb-94ca-9eacba23f688.png
468,여우는 같은 덫에 두 번 걸리지 않는다,"박흥용,박흥용",X(완결),드라마,"1990년, 
아마추어 무선사들의
광장에서의 이야기",카카오,https://webtoon.kakao.com/content/여우는-같은-덫에-두-번-걸리지-않는다/1274,https://kr-a.kakaopagecdn.com/P/C/1274/c1/2x/27aa33cf-09b7-4d21-820f-943114e3177b.png
469,부탁해요 이별귀,"동남,하나",X(완결),판타지 드라마,"이별을 관장하는
귀신들의 특별한
커플 브레이킹!",카카오,https://webtoon.kakao.com/content/부탁해요-이별귀/1028,https://kr-a.kakaopagecdn.com/P/C/1028/c1/2x/261e67a5-3406-4bee-99bb-f5891a6264c7.png
470,웰컴 투 고스트시티,"유들,라떼",X(완결),판타지 드라마,"귀신특별자치구로
파견된 엘리트 공무원의
임무수행기!",카카오,https://webtoon.kakao.com/content/웰컴-투-고스트시티/1072,https://kr-a.kakaopagecdn.com/P/C/1072/c1/2x/37d4809d-4c4c-4f19-b7b4-d7339b79ab98.png
471,캐셔로,"team befar,team befar",X(완결),판타지 드라마,"돈이 곧 힘이지만, 
그러던가 말던가 
빈곤한 두 남매 이야기",카카오,https://webtoon.kakao.com/content/캐셔로/1197,https://kr-a.kakaopagecdn.com/P/C/1197/c1/2x/94ddaa1e-e492-469c-8f5b-dacf6150fac6.png
472,사랑하는 나의 엄마에게,"안나보니따,안나보니따",X(완결),코믹/일상,"엄마는 널 사랑해,
네가 아기였을 때부터,
계속 사랑했단다",카카오,https://webtoon.kakao.com/content/사랑하는-나의-엄마에게/1188,https://kr-a.kakaopagecdn.com/P/C/1188/c1/2x/af8e1cff-32fe-4321-98f5-62d93498e6c5.png
473,하푸하푸,"꿀때징,꿀때징",X(완결),코믹/일상,"애교가 부족 할 때
보면 좋은
혀가 짧아지는 만화",카카오,https://webtoon.kakao.com/content/하푸하푸/1113,https://kr-a.kakaopagecdn.com/P/C/1113/c1/2x/a5fee24b-8e6c-4f03-82c8-3290e08519e0.png
474,국민사형투표,"엄세윤,정이품",X(완결),공포/스릴러,"국민사형투표가 
가능하다면,
당신의 선택은? ",카카오,https://webtoon.kakao.com/content/국민사형투표/1180,https://kr-a.kakaopagecdn.com/P/C/1180/c1/2x/574b3534-887c-41f5-8298-492e36b06382.png
475,오빠의 향기,"복슬,복슬",X(완결),드라마,"오빠와는 3살 차이.
그런데 왜 이렇게
어른처럼 보이는 걸까?",카카오,https://webtoon.kakao.com/content/오빠의-향기/1203,https://kr-a.kakaopagecdn.com/P/C/1203/c1/2x/419f7ae2-dca7-4dba-a548-b9ebc42d1097.png
476,멈춰있는 동안에,"박우진,박우진",X(완결),판타지 드라마,"시간을 멈출 수 있는
능력을 가진
고등학생 이현재",카카오,https://webtoon.kakao.com/content/멈춰있는-동안에/1214,https://kr-a.kakaopagecdn.com/P/C/1214/c1/2x/d43bf8d5-a576-4f03-bef0-3e0aeb65c6bc.png
477,던전오브다단계,"서자희가,데몬제이",X(완결),코믹/일상,"교묘하게 벌어지는 
어떤 악몽같은 
일에 대하여..",카카오,https://webtoon.kakao.com/content/던전오브다단계/1205,https://kr-a.kakaopagecdn.com/P/C/1205/c1/2x/b0642e14-424a-4987-9cef-9fbb5d8943cb.png
478,우리 집에 사는 남자,"유현숙,유현숙",X(완결),드라마,"자기가 새아빠라는
2살 연하의 남자.
이게 무슨 일이야?!",카카오,https://webtoon.kakao.com/content/우리-집에-사는-남자/1192,https://kr-a.kakaopagecdn.com/P/C/1192/c1/2x/ec52fea6-bea5-4ada-bc95-0ee83e5847e6.png
479,더 헌터,"강두영,이태훈",X(완결),액션/무협,"임진왜란의
처절한 게릴라 혈투
왜군에 맞서다!",카카오,https://webtoon.kakao.com/content/더-헌터/1144,https://kr-a.kakaopagecdn.com/P/C/1144/c1/2x/0273b6fb-ffc8-44d0-840c-fd598d15be1e.png
480,양말도깨비,"만물상,만물상",X(완결),판타지 드라마,"당신의 집에도
양말도깨비가
있을지 몰라요.",카카오,https://webtoon.kakao.com/content/양말도깨비/1068,https://kr-a.kakaopagecdn.com/P/C/1068/c1/2x/48061396-a624-40ea-bd5c-c0f4bce7a5cd.png
481,죽어 마땅한 자,"지뚱,지뚱",X(완결),판타지 드라마,"내게 들려오는 소리
""XX 인간은 
벌을 받아야 한다""",카카오,https://webtoon.kakao.com/content/죽어-마땅한-자/1260,https://kr-a.kakaopagecdn.com/P/C/1260/c1/2x/615251fe-3b82-47de-ad6c-c0ca295aefba.png
482,백조만화방,"해밀,김민욱",X(완결),드라마,"취준생 해밀이
출판만화를 통해
전하는 위로와 공감",카카오,https://webtoon.kakao.com/content/백조만화방/1184,https://kr-a.kakaopagecdn.com/P/C/1184/c1/2x/ea9683f9-de44-4781-b846-64fe9c851a2e.png
483,아빠는 16세,"서랍천사,서랍천사",X(완결),코믹/일상,"내게 완벽한 삶을 
주겠다던 외계인. 
그런데 뭔가 이상하다",카카오,https://webtoon.kakao.com/content/아빠는-16세/1204,https://kr-a.kakaopagecdn.com/P/C/1204/c1/2x/1db3dd11-edaf-4347-afb4-6c4f01a85b18.png
484,계마로의 블로그,"나날,나날",X(완결),코믹/일상,"귀염뽀짝 웰시코기!
이 개.. 아니 이분과
잘 지낼 수 있을까?",카카오,https://webtoon.kakao.com/content/계마로의-블로그/1119,https://kr-a.kakaopagecdn.com/P/C/1119/c1/2x/d68ab306-0d28-4278-9d26-85adfcffd638.png
485,생존인간,"디디,디디",X(완결),공포/스릴러,"학교는 나의
유일한 안식처였다. 
그것이 나타나기 전까진",카카오,https://webtoon.kakao.com/content/생존인간/1219,https://kr-a.kakaopagecdn.com/P/C/1219/c1/2x/4aea7ead-c5ec-4024-aab1-74fe4a5833d7.png
486,집떠난 개고생,"만자기,만자기",X(완결),드라마,"삶에 지쳐버린 남녀의 
3주 간의 여행. 
그들에겐 무슨 일이?",카카오,https://webtoon.kakao.com/content/집떠난-개고생/1249,https://kr-a.kakaopagecdn.com/P/C/1249/c1/2x/ebf0c309-cb2c-45e3-9dff-4e649eaa0dc1.png
487,청춘극장,"이은재,이은재",X(완결),드라마,"다양한 장르의
이야기를 통해 본
청춘 드라마",카카오,https://webtoon.kakao.com/content/청춘극장/1245,https://kr-a.kakaopagecdn.com/P/C/1245/c1/2x/de9ca7f2-cd81-49dc-8b29-aa1ec620a046.png
488,별신마을 각시,"류성곤,류성곤",X(완결),판타지 드라마,"요괴가 사는 별신마을
그 속에 나만 인간! 
인간세상으로 돌아가자",카카오,https://webtoon.kakao.com/content/별신마을-각시/1248,https://kr-a.kakaopagecdn.com/P/C/1248/c1/2x/fa63a22b-5622-4d4a-b26f-d5bd498468d2.png
489,[특집] 15인의 반전만화,"DAUM WEBTOON,DAUM WEBTOON",X(완결),코믹/일상,"15인 작가의 
스타일 대반전!
그 작가님 맞아?!",카카오,https://webtoon.kakao.com/content/특집-15인의-반전만화/1268,https://kr-a.kakaopagecdn.com/P/C/1268/c1/2x/8ba64e1a-7506-4dd4-8eca-459fd7f581e9.png
490,마야비,"Meen,Greenbi",X(완결),액션/무협,"신들의 봉인이 풀렸다
마지막 마야비의
전쟁이 시작된다.",카카오,https://webtoon.kakao.com/content/마야비/1238,https://kr-a.kakaopagecdn.com/P/C/1238/c1/2x/21ae09b5-56c2-4755-94b1-c9609337090d.png
491,오버 스팀,"유동혁,서윤교",X(완결),학원/판타지,"궁극의 에너지원을
둘러싸고 펼쳐지는
처절한 제국전쟁!",카카오,https://webtoon.kakao.com/content/오버-스팀/921,https://kr-a.kakaopagecdn.com/P/C/921/c1/2x/69fcc7e7-f69a-483b-a646-0640c4aeda6a.png
492,스타워즈 : 깨어난 포스 그 이전의 이야기,"홍작가,홍작가",X(완결),학원/판타지,"최고의 SF 대서사시
'스타워즈' 시리즈
3부작을 웹툰으로",카카오,https://webtoon.kakao.com/content/스타워즈-깨어난-포스-그-이전의-이야기/1200,https://kr-a.kakaopagecdn.com/P/C/1200/c1/2x/b71cff23-0330-4dec-a41a-ff4d90303da6.png
493,장기대출,"GAR2,GAR2",X(완결),공포/스릴러,"사람의 장기를 
대출할 수 있다면 
어떻게 될까?",카카오,https://webtoon.kakao.com/content/장기대출/1216,https://kr-a.kakaopagecdn.com/P/C/1216/c1/2x/c5434d4c-5ea4-45fc-809f-f2822a05739b.png
494,스타캣의 힐링툰,"고동동,박정아",X(완결),코믹/일상,"지친 당신을 
스타캣이 
안아드릴게요",카카오,https://webtoon.kakao.com/content/스타캣의-힐링툰/1159,https://kr-a.kakaopagecdn.com/P/C/1159/c1/2x/cdced8b6-f125-44cd-842d-773e43fc6423.png
495,달세즈,"세라,세라",X(완결),판타지 드라마,"심연, 그 너머엔 
무엇이 있을까.
빛을 지닌 소년 이야기",카카오,https://webtoon.kakao.com/content/달세즈/999,https://kr-a.kakaopagecdn.com/P/C/999/c1/2x/7cf212e3-81da-4978-9713-cf05acdefe83.png
